"Words" "MeanNgramFreq"
"3827" "heaven" 8113.5
"3828" "validity" 8734.38
"3829" "amateurish" 11931.43
"3830" "murderous" 8758.7
"3831" "anaesthetic" 11318.84
"3832" "irony" 10308.73
"3833" "jerkin" 11091.2
"3834" "anxiously" 5543.34
"3835" "extremism" 7615.64
"3836" "marshy" 8314.64
"3837" "mourner" 10680.79
"3838" "struggled" 6645.43
"3839" "friendly" 8970.54
"3840" "number" 8237.49
"3841" "organic" 11690.75
"3842" "fossilise" 9456.51
"3843" "lectureship" 7192.46
"3844" "dreadful" 5144.69
"3845" "absurdity" 4489.18
"3846" "planet" 12677.53
"3847" "plucky" 1683.84
"3848" "broiler" 11332.91
"3849" "plush" 2492.86
"3850" "poetry" 5483.88
"3851" "public" 6636.89
"3852" "pulpit" 4068.85
"3853" "putty" 4473.81
"3854" "quartz" 7609.34
"3855" "actually" 5483.32
"3856" "mimicry" 6866.48
"3857" "steadily" 8811.47
"3858" "physical" 7249.75
"3859" "risky" 8700.79
"3860" "scrape" 9052.97
"3861" "obviously" 3307.49
"3862" "shovel" 4950.86
"3863" "sight" 4086.81
"3864" "signet" 7940.93
"3865" "smuggle" 4003.74
"3866" "sniper" 10126.71
"3867" "soften" 9865.04
"3868" "idealism" 8522.71
"3869" "gaseous" 5259.23
"3870" "moisture" 10104.1
"3871" "stunt" 9536.52
"3872" "medical" 10543.24
"3873" "novelty" 6000.04
"3874" "tactile" 10886.98
"3875" "finally" 10295.87
"3876" "booklet" 4621.91
"3877" "scruffy" 2989.9
"3878" "toaster" 15764.44
"3879" "trainee" 12332.94
"3880" "treaty" 11743.45
"3881" "trolley" 9569.3
"3882" "trumpet" 6205.8
"3883" "twinkle" 6016.38
"3884" "twitch" 4034.83
"3885" "united" 9716.29
"3886" "viewer" 9273.42
"3887" "grossly" 5872.12
"3888" "whisker" 8609.27
"3889" "widowed" 3132.82
"3890" "yearly" 6913.57
"3891" "kingdom" 7313.16
"3892" "against" 9186.04
"3893" "agreement" 10376.47
"3894" "alarming" 13301.62
"3895" "amenable" 9863.86
"3896" "angelic" 12615.51
"3897" "appendix" 7937.7
"3898" "arsenal" 13780.92
"3899" "artistry" 12499.22
"3900" "audition" 10731.87
"3901" "thinker" 10503.1
"3902" "active" 7494.01
"3903" "factual" 5329.11
"3904" "lessen" 12416
"3905" "safely" 4762.35
"3906" "prayer" 12235.48
"3907" "buzzard" 6587.74
"3908" "candidacy" 9731.19
"3909" "finely" 10267.37
"3910" "cloudless" 6045.86
"3911" "muffler" 8154.32
"3912" "colonel" 13563.69
"3913" "country" 8043.99
"3914" "courteous" 7270.36
"3915" "vainly" 6869.3
"3916" "watery" 15230.9
"3917" "critical" 13069.32
"3918" "cryptic" 5822.04
"3919" "demonstrate" 14100.12
"3920" "department" 10483.01
"3921" "lately" 13697.55
"3922" "dietary" 12278.62
"3923" "discern" 11912.68
"3924" "dreamer" 13240.36
"3925" "drunkard" 5637.07
"3926" "within" 7993.8
"3927" "electron" 10376.82
"3928" "employer" 7472.67
"3929" "eruption" 12397.93
"3930" "extract" 6894.3
"3931" "fleeting" 10262.32
"3932" "lovers" 10785.61
"3933" "adviser" 10386.1
"3934" "floater" 14212.11
"3935" "prudish" 5900.65
"3936" "golden" 8822.01
"3937" "fruitless" 6434.48
"3938" "fuselage" 6902.26
"3939" "cuffs" 1539.76
"3940" "miller" 13662.24
"3941" "glossary" 9240.11
"3942" "bridal" 9444.96
"3943" "thinly" 6168.79
"3944" "government" 10069.61
"3945" "greenery" 13123.71
"3946" "formal" 9150.67
"3947" "folder" 11199.66
"3948" "firmly" 3180.03
"3949" "infantry" 11303.49
"3950" "inhibitory" 8526.75
"3951" "international" 16868.75
"3952" "inventory" 12136.61
"3953" "investigate" 12743.97
"3954" "sandy" 10909.08
"3955" "twisty" 5528.54
"3956" "legendary" 10486.56
"3957" "liquidate" 9412.4
"3958" "neighbour" 4013.67
"3959" "northern" 10452.62
"3960" "really" 9796.19
"3961" "leaflet" 6825.18
"3962" "oxygenate" 9925.81
"3963" "parenthesis" 13104.99
"3964" "phonetic" 11068
"3965" "plaintiff" 10007.82
"3966" "editor" 11089.1
"3967" "filmy" 3369.12
"3968" "dealer" 13856.38
"3969" "gently" 8120.31
"3970" "gifted" 6911.97
"3971" "roller" 15397.93
"3972" "question" 11849.27
"3973" "quieten" 10729.05
"3974" "rational" 17155.96
"3975" "reaction" 12196.37
"3976" "downs" 3344.11
"3977" "scalding" 10691.31
"3978" "ninety" 10962.12
"3979" "scullery" 9696.08
"3980" "secretary" 11695.72
"3981" "happy" 2647.63
"3982" "frosty" 7811.85
"3983" "hourly" 2887.26
"3984" "heroic" 12803.02
"3985" "oddity" 4706.9
"3986" "stampede" 10129.27
"3987" "surface" 4581.84
"3988" "teacher" 12982.55
"3989" "textile" 10012.29
"3990" "thicket" 5649.62
"3991" "wishful" 3140.48
"3992" "cookery" 8579.1
"3993" "angler" 15693.08
"3994" "naughty" 3021.58
"3995" "chatter" 16437.68
"3996" "cheaply" 3973.12
"3997" "others" 9272.32
"3998" "ranger" 17699.06
"3999" "villain" 10449.15
"4000" "coyness" 8470.2
"4001" "acidic" 9466.99
"4002" "adopted" 6901.42
"4003" "perhaps" 7783.6
"4004" "equipment" 6570.94
"4005" "composer" 11501.83
"4006" "palpably" 4689.92
"4007" "ample" 7442
"4008" "watcher" 11492.92
"4009" "believer" 11500.92
"4010" "archer" 14902.72
"4011" "selfless" 7836.96
"4012" "voucher" 8935
"4013" "benignly" 5751.87
"4014" "bearded" 8265.66
"4015" "bloody" 2964.64
"4016" "boarder" 12086.73
"4017" "button" 11008.35
"4018" "epileptic" 7458.58
"4019" "enactment" 10510.24
"4020" "coaster" 15670.95
"4021" "ability" 6910.84
"4022" "equally" 4864.64
"4023" "service" 11300.29
"4024" "developer" 10248.36
"4025" "crafty" 5579.76
"4026" "creamy" 8086.12
"4027" "crooked" 4051.22
"4028" "instruction" 10779.8
"4029" "production" 8639.88
"4030" "masonry" 8232.88
"4031" "suburban" 6146.48
"4032" "rumbling" 7495.98
"4033" "justify" 6591.05
"4034" "distantly" 12260.31
"4035" "fleshy" 5504.45
"4036" "missive" 8490.7
"4037" "forceps" 5070.17
"4038" "freeze" 6011.39
"4039" "alcoholic" 9065.96
"4040" "citation" 16165.87
"4041" "glade" 7838.7
"4042" "gloomy" 4340.19
"4043" "gluten" 10327.85
"4044" "golfer" 9597.06
"4045" "situation" 12484.45
"4046" "guilty" 3025.85
"4047" "hearty" 8051.5
"4048" "validity" 8734.38
"4049" "revolutionary" 11441.43
"4050" "murderous" 8758.7
"4051" "anxiously" 5543.34
"4052" "extremism" 7615.64
"4053" "struggled" 6645.43
"4054" "number" 8237.49
"4055" "organic" 11690.75
"4056" "dreadful" 5144.69
"4057" "absurdity" 4489.18
"4058" "planet" 12677.53
"4059" "plush" 2492.86
"4060" "public" 6636.89
"4061" "actually" 5483.32
"4062" "mimicry" 6866.48
"4063" "steadily" 8811.47
"4064" "risky" 8700.79
"4065" "jauntily" 7023.94
"4066" "obviously" 3307.49
"4067" "sight" 4086.81
"4068" "signet" 7940.93
"4069" "soften" 9865.04
"4070" "defector" 7082.74
"4071" "stunt" 9536.52
"4072" "tactile" 10886.98
"4073" "finally" 10295.87
"4074" "toaster" 15764.44
"4075" "trainee" 12332.94
"4076" "treaty" 11743.45
"4077" "trolley" 9569.3
"4078" "trumpet" 6205.8
"4079" "twitch" 4034.83
"4080" "united" 9716.29
"4081" "viewer" 9273.42
"4082" "grossly" 5872.12
"4083" "widowed" 3132.82
"4084" "yearly" 6913.57
"4085" "kingdom" 7313.16
"4086" "against" 9186.04
"4087" "agreement" 10376.47
"4088" "alarming" 13301.62
"4089" "amenable" 9863.86
"4090" "angelic" 12615.51
"4091" "appendix" 7937.7
"4092" "feudal" 4878.15
"4093" "artistry" 12499.22
"4094" "baronet" 14639.99
"4095" "basilisk" 8826.3
"4096" "thinker" 10503.1
"4097" "active" 7494.01
"4098" "factual" 5329.11
"4099" "lessen" 12416
"4100" "safely" 4762.35
"4101" "brisket" 8028.2
"4102" "leftist" 9807.79
"4103" "prayer" 12235.48
"4104" "buzzard" 6587.74
"4105" "finely" 10267.37
"4106" "cloudless" 6045.86
"4107" "muffler" 8154.32
"4108" "command" 11912.07
"4109" "country" 8043.99
"4110" "courteous" 7270.36
"4111" "vainly" 6869.3
"4112" "watery" 15230.9
"4113" "critical" 13069.32
"4114" "pottery" 12618.95
"4115" "cryptic" 5822.04
"4116" "demonstrate" 14100.12
"4117" "department" 10483.01
"4118" "lately" 13697.55
"4119" "dietary" 12278.62
"4120" "discern" 11912.68
"4121" "dreamer" 13240.36
"4122" "drunkard" 5637.07
"4123" "within" 7993.8
"4124" "electron" 10376.82
"4125" "employer" 7472.67
"4126" "eruption" 12397.93
"4127" "extract" 6894.3
"4128" "harden" 12198.56
"4129" "fleeting" 10262.32
"4130" "lovers" 10785.61
"4131" "adviser" 10386.1
"4132" "floater" 14212.11
"4133" "prudish" 5900.65
"4134" "golden" 8822.01
"4135" "fruitless" 6434.48
"4136" "fuselage" 6902.26
"4137" "keeper" 8840.88
"4138" "cuffs" 1539.76
"4139" "miller" 13662.24
"4140" "glossary" 9240.11
"4141" "bridal" 9444.96
"4142" "thinly" 6168.79
"4143" "government" 10069.61
"4144" "greenery" 13123.71
"4145" "formal" 9150.67
"4146" "folder" 11199.66
"4147" "firmly" 3180.03
"4148" "infantry" 11303.49
"4149" "international" 16868.75
"4150" "inventory" 12136.61
"4151" "investigate" 12743.97
"4152" "sandy" 10909.08
"4153" "twisty" 5528.54
"4154" "legendary" 10486.56
"4155" "liquidate" 9412.4
"4156" "tripper" 12666.89
"4157" "northern" 10452.62
"4158" "really" 9796.19
"4159" "acutely" 7994.26
"4160" "leaflet" 6825.18
"4161" "oxygenate" 9925.81
"4162" "parenthesis" 13104.99
"4163" "phonetic" 11068
"4164" "plaintiff" 10007.82
"4165" "editor" 11089.1
"4166" "winger" 12753.03
"4167" "plumage" 4346.85
"4168" "filmy" 3369.12
"4169" "dealer" 13856.38
"4170" "gently" 8120.31
"4171" "gifted" 6911.97
"4172" "roller" 15397.93
"4173" "quieten" 10729.05
"4174" "rational" 17155.96
"4175" "reaction" 12196.37
"4176" "renewable" 9167.24
"4177" "downs" 3344.11
"4178" "scullery" 9696.08
"4179" "secretary" 11695.72
"4180" "tricky" 9397.64
"4181" "itchy" 4914.27
"4182" "happy" 2647.63
"4183" "frosty" 7811.85
"4184" "twelfth" 2321.7
"4185" "heroic" 12803.02
"4186" "splinter" 16093.45
"4187" "stampede" 10129.27
"4188" "stubborn" 6088.92
"4189" "misty" 8889.85
"4190" "surface" 4581.84
"4191" "surgeon" 6428.28
"4192" "spindly" 7380.43
"4193" "teacher" 12982.55
"4194" "textile" 10012.29
"4195" "thicket" 5649.62
"4196" "wishful" 3140.48
"4197" "cookery" 8579.1
"4198" "angler" 15693.08
"4199" "naughty" 3021.58
"4200" "chatter" 16437.68
"4201" "silken" 7796.98
"4202" "cheaply" 3973.12
"4203" "lesser" 14724.51
"4204" "others" 9272.32
"4205" "ranger" 17699.06
"4206" "coyness" 8470.2
"4207" "beastly" 5613.48
